,student_id,question_id,text,gender,native_language,question
36973,ee1,5025,Before I came to the U.S. I had never driven anywhere by myself in my country where I lived people usually take public transportation but my cousin always dropped me off at the skytrain station and I took the train everywhere. It was easier. I had never gone to the night club and drunk alcohal. I think it's dangerous and feel unsafe in my country but here is different and my friends were always hang out there during weekend now not much anymore. I had never eatten alone in the restaurant but as I'm here by myself I have to and a lot of people also do the same no one care if you are sitting alone but in my country it looks different. I had never eatten bagle and cream cheese but now it is my favorite breakfast. I had never worn necklace because the weather is hot and humid when I wear it I will get rash all over my neck but here I feel fine with it I got a necklace on my birthday last year I've been wearing it since then.,Female,Thai,"Describe things you had never done before you came to the U.S.
See how many new experiences you can think of!
Don't just write a list - give some details about each experience."
22343,dk9,2994,"The cause is we have tasted the bitter swill of civil war and segregation and emerged from that dark chapter stronger and more united.

The effect is that we are shaped by every language and culture, drawn from every and of this earth.",Female,Chinese,"""We are shaped by every language and culture, drawn from every end of this earth; and because we have tasted the bitter swill of civil war and segregation, and emerged from that dark chapter stronger and more united, we cannot help but believe that the old hatreds shall someday pass...""

What is the cause and what is the effect here (please paraphrase)?"
20123,co5,2819,"
The methodology was up to Huntington's choice for director of player development, 30-year-old Kyle Stark, who initiated a total overhaul of instructional techniques, a break-a-few-eggs disciplinary approach to make them count, and a wholly new computer-based framework for communicating and storing scouting and statistical information",Female,Korean,"framework:   basic structure underlying a system, concept, or text (e.g. the theoretical framework of political sociology)"
14800,ek8,2252,comprehensively,Female,Korean,"In paragraph 2, find a word or phrase that means ""thoroughly, completely."""
16676,ee3,2440,"Category 1: extrovert or introvert 
I think I am a bit outgoing, a bit reserved. 
I love meeting new people because I enjoy being social. And the more people with whom I speak, the better I feel. For example, when I have been invited to discuss for a special conference with my professor to explain some very important logic of my theory toward many audiences, I felt amused because I liked to express my opinions. Also I value the time I have alone because I often prefer to read a book or a movie by myself than go to a party or meeting with my friends because it is difficult for me to communicate in unfamiliar situations. Therefore it is not easy to decide my status in this section.

Category 2: sensor or intuitive
I think I am near sensor because I like to concentrate on concrete information using what can be seen, heard, touched, tasted, or felt. At my graduate school in Korea, this habit was useful to gain the compiling of accurate data, which I was more inclined to experiment than to familiar approaches. Also the classmate, whose sister was the same habit as I had, wondered why I spent my precious time on a repeating preparation of gathering data. There was a time when the question served as a momentum to reconsider my habit. 

Category 3: thinker or feeler
In my case, making decisions or planning something about a job or activity is influenced by whether the way of something is reasonable or not. Therefore I really value concrete thinking and tend to be logical when I have to choose something, which can offer an important turning point for me. For instance, when I wanted to find the best company where I worked for a long time, I thought I had to review the company's financial situation, the wage, the number of employee, the chance of advancement, etc. to complete my best choice. On the other hand, I often have a very different process about a matter of preference such as a spark of interest that is highly empathic. Maybe I am more likely to make exceptions to rules for myself because I tend to rely on my experiences when I was right and I want to believe what I prefer. For example, five months ago, I went to the Metropolitan Museum of Art with my friend. The special Egypt exhibition hall where I visited was very wonderful. We saw fine works of art. After that we discussed about the plunder a colony of many treasures that couldn't be ended. At that time I insisted some reason that was supporting either side unfairly. I think that argument was the behavior as a feeler.

Category 4: judger or perceiver
If the process and the plan don't be set up, I feel uncomfortable, so I try to organize firmly by my principle, which I feel more comfortable sticking to conventional way. For example, I was unexpectedly asked to make a speech at my friend's wedding, so I began to stutter nervously. Also when my desk, workbench were messy because of my brother's play, I was angry because I thought my stuff was always neat and orderly. For this reason, I am near a judger. 
",Female,Korean,"Your paragraph will be graded on the following:

accuracy _____/5
frequency/variety  _____/2.5
appropriateness  _____/2.5"
17018,dk0,2467,Everybody is responsible for his or her own actions.  You accept and deal with the consequences of your choices because you are an adult.,Female,Spanish,"Look at this expression from paragraph 1: ""You planted your garden, you have to live in it.""  What does it mean in this context?"
38698,ds3,5189,"1- Chefs enjoy preparing unusual.
2- The heads of state considered forming an alliance.
3- Bankers dislike receiving complaints from their customers.
4- Arriving at the airport two hours before departure is recommended.
5- Many authors prefer writing directly on a computer rather than with pen and paper.
6- Practicing many times before performing helps musicians.",Male,Arabic,Exercise 1
24990,co1,3434,"It was happened on Wednesday about 12:50 p.m.James von Burun,88 of Annapolis.He served five years in federal prison for a 1981 and his attempted armed kidnapping at the Federal Reserve.He killed a security Stepher Johns 39,two other officers returned fire and wounded the gunman.Holocoust museum located National Mall near the Washington Monument is a popular places for attraction.Opened in 1993 and 1,7 million people visited every years.",Male,Turkish,Submit your summary online AND bring a copy of what you read to class to give to your teacher.
35384,dh1,4821,In my Opinion if we look to U.S. is very big country must of people are eating fast food. I think it's very important to eat home-cook food because it's spend money and very healthful eating.  ,Male,Arabic,Do you think it is important for people to eat home-cooked food?  Why or why not?  Use information from the text to support your opinion.
15254,br7,2286,"Reforming and Opening-up Policy?A Watershed in Modern Chinese History

It is well-known that now the Chinese economy is improving rapidly and our Chinese people are very willing to share our culture with other countries. But if you see the pictures taken in China before 1979, you can find a very different China: people wore blue or black clothes and didn't dare to talk with strangers, especially the foreigners; products were sparse, and none enough cultural activities were held. Why has China had such a big change during these thirty years? In 1979, to meet the growing material and cultural needs of the people and improve backward social production and status on the world stage, changes in economic, cultural and political policy were introduced by Deng Xiaoping, the third chief chairman of China. This new policy--we call it ""Reforming and Opening-up"", created two different eras in modern Chinese history.

After the foundation of the People's Republic of China in 1949, the planned economy was the lead policy of the Chinese economy. The government controlled all major sectors of the economy and formulated all decisions about using resources and the distribution of income and products. Americans must be very familiar with food stamps, which are offered to poor people for free by the US government. But in China, before 1979, there were not only the food stamps, but also the clothes stamps, oil stamps, watches stamps, bicycles stamps, televisions stamps, etc. These very limited stamps were distributed to each organization. The common people had to buy these stamps with money because only with these stamps they were able to buy products. Without enough supplies, people's standard of living was extremely low. Fortunately, Deng Xiaoping realized this adverse circumstance and advised the government to change the planned economy to the mixed economy, which includes elements of both the planned and market economies. Reform policies brought great improvements in the standard of living. At the same time, some special economic zones were founded to attract foreign investments. For example, Shenzhen, one of the earliest special economic zones, was only a small village in 1979, but now it is a big city with 12 million people. In this new economical system, because the decisions about what to produce, how to produce, and how to share products are mostly determined by the market instead of government interference, people had more freedom in buying and choosing products and more abundant products were produced. Those ""stamps"" are history now.

Before 1979, not only was the economic policy rigidified, but also people's cultural life was very bald. Common people rarely spent time and money on cultural activities. Actually, none enough activities were held. People kept the life mode as ""two points and one line (home workplace)"" every day. They did watch TV or listen to the radio, but the types of programs were also very limited. For example, the TV and radio programs only included news and some revolutionary songs hence people could not get enough information from these programs. Only few people have opportunities to study in foreign countries. As a result, Chinese people gave the world the impression that they did not care about the news from other countries and also did not intend to accept different cultures. These situations were also changed by the Reform policies in 1979. Literature and the arts blossomed, and Chinese intellectuals established extensive links with scholars in other countries. Many different kinds of cultures have been introduced in China. Since 1979, a lot of students and scholars have been invited to other countries for studying or visiting. In addition, as the standard of living, some new technology has entered common people's families. For instance, the internet, Karaoke, fitness equipment has been more popular. Chinese people can do several kinds of activities in their own homes. On the other hand, more public activities such as concerts, exhibitions are often held. Chinese people's cultural life is becoming more and more colorful. 

Chinese political environment was not very stable before 1979. Inside, the Chinese Communist Party controlled the government and gradually eliminated opposition. Outside, the government was dedicated to improving relationships with developing countries instead of the developed countries. For human rights, only very few efforts were done because of government's limitation of knowledge about democracy. Nevertheless, as the new policy has been implemented, the Chinese leadership has encouraged common people to adopt more critical approaches, although open attacks on party authority are not permitted now. About aspect of foreign policy, more friendly relationship has been founded between China and some developed countries such as the United States, Japan, the United Kingdom, etc. China has also dedicated in   protecting human rights and has taken steps to bring its human rights policies into uniformity with international standards. 

Looking back the sixty years history of the People's Republic of China, we can see that it was divided into two important times by the reforming and opening-up policy. Every Chinese who lived in both the two times can profoundly experience these differences in economy, culture and politics. As a Chinese citizen, I love my mother country very much. I strongly believe that whatever changes exist, China is waking up. Just as Napoléon Bonaparte said, ""China is a sleeping giant. When it awakens, the earth will shake.""
",Female,Chinese,write your essay here.
11642,ap4,1788,"Although many essays do not fit into the five-paragraph formula, most essays follow some pattern of organization. The formula is simply a plan to help you arrange your idears into a systematic order. It has a recognizable beginning, middle, and end. If you know how to write a typical five-paragraph essay, you will always have something to fall back on.",Female,Korean,"Type the paragraph from the grey box on page 60 of your textbook.  Type it exactly as it is written.  If you have any questions, please ask your teacher."
46108,fb8,6111,"Jon: Amal would you mind if I ask you a pice of advice? I have a problem with my girl friends. Despite the fact that I am handsome,kind and generous, they always domp me.
I always bring flowers and gifts for them. I never forget their birthday. In spite of this, I end up with the same result. What should I do then?
Amal: well, I recommended that you should follow one of my sugitions . Ether to be a devil or to be an angel.
First, if you prefer to be a devil. You ought to domp them befor they do. You should not be kind with them first place because they don't deserve that. You ought to pretend that you are an important person and busy, so you forget about their birthday. Some girls are mean, so they deserve to be treated like that.
Second, if you still prefer to be an angel. I might be your girl friend, but you had better forget about our previous conversation ;) .",,,"Write a paragraph describing a problem/situation, then give advice (as if you were the counselor or advice columnist in a newspaper) in a second paragraph; use modals. Please email your teacher if you have any questions, or if you have problems w/the OSS!
Feel free to be creative!     /10"
2837,by1,319,"
        Tourism is the most important income for the country and also, it can put the country in a good image between the countries. Every famous country has to be visited for tourism every year from different countries. This way, the country income will increase. In the other hand threaten security can effects the country income at the first place and if there's not that can effect or damage the country income. That's my opinion as a tourist and that's what I look for in the first place.
        The prediction that had mentioned at the article I don't believe it. It can be true and the reason why because all the results had been discovered by specialist people in this field. In a conclusion in my point of view the results can be true and it could be not.
",Male,Arabic,"In what ways do world events (for example, economic cycles, international meetings, political unrest, or terrorist attacks) affect tourism?  Are there predictions made in this article that you believe no longer hold true because of recent world events?"
40955,cu1,5478,the other team can't win unless the sharks lose the basket.,Male,Arabic,The other team can't win (CONDITION)...
35248,hb6,4795,(c),,,"1. Which of the following is NOT a reason why Horai is a unique place?
(a) people never grow old
(b) people never feel pain
(c) people never eat or drink"
26533,gt9,3720,I can part in the class on time and response for teachers' questions actively.,Female,Chinese,How can you PARTICIPATE in your ELI classes?
16739,aj9,2433,"The senator menaced not to sustain neither a change in the anti-Japanese trade attitude in Congress neither a substantial U.S. military presence in the Pacific, without a clear opening of the Japanese market to the American industries of tobacco. ",Male,Italian,What did a U.S. senator threaten implicitly to do if Japan did not open its market to American tobacco companies?
1430,dj0,138,"The worst experience I have ever had happened when I was a high school student. Actually, most high schools in Korea have meal service. Most students eat lunch and dinner through the meal service at their high schools. However, some of high schools have very poor meal services. For example, while I was in my first year at high school, I was using the meal service because it was very convenient. But for the meal service, I would have brought a meal box everyday. 
The worst meal that I had was bibimbob which is one type of Korean traditional foods. Bibimbob should have several kinds of vegetable, a fried egg, and rice. Before eating it, everything in bibimbob is mixed up with a spicy source and soy source. Right after I got my meal, I started to mix it up. After a minute, I found an eggshell and one hair in it. It was very disgusting. When I found those things in my meal, I yelled out. After the accident, I started to bring my meal box everyday, and I have not used meal service since that time.",Female,Korean,"Write two or three paragraphs about the best or worst meal experience you have ever had.  Your essay can be serious or funny.  Describe the kind of meal it was and what was good, bad, interesting or funny about it.  (Look at the example on page 126 in your textbook)."
10081,dt4,1547,"Tiger Woods has been an American professional golfer for many years. He has turned professional since 1996. He has been a member of professional golfer's association of American for eleven years. He has won 12 Major Championship since 1997. Since 1997, the Tiger Woods has conducted junior golf clinics across the country. Among his achievements, Woods has held the number one position in the world rankings for the most consecutive weeks and for the greatest total number of weeks. He has been married since 2004.
He has been a father since 2007.
 

",Female,Chinese,"Write a paragraph of 6-8 sentences about someone's accomplishments (achievements). It can be someone famous or someone you know.  

Use the PRESENT PERFECT with SINCE and FOR.


Example:  Ingrid has been a high school physical education teacher and a private sports trainer FOR many years.  She has received two awards SINCE 1998...Ingrid speaks four languages.  She has been a student of martial arts FOR a long time......"
38780,cg1,5174,It is the most important issue from environmental pollution.,,,What is the most important ISSUE in the world today?
16377,gu0,2392,"Birth rate in Korea has been increasing. As a result, promotion of child welfare work has been needed.",Male,Korean,"Use ""As a result"" to begin a sentence about the effect(s) of increased birth rate in a country."
19764,ad8,2775,"eliminate frozen conversation
generate good questions(6W1H, hobby, life style)
crucial  listen to answers 
        avoid cutting off answers  
",Female,Japanese,"What did you see and hear in this video clip?  Prepare to describe Ms. Mason and her advice in class.  Use these target vocabulary words:
  1. eliminate (as in eliminate awkwardness)
  2. generate (as in generate more conversation)
  3. crucial (it is crucial to avoid something)
Try to speak fluently in English for 30 to 60 seconds.  Write a few notes (not a whole speech!) and submit them in the OSS system.  You should print out these notes and bring them to class."
5220,bs1,798,"Royal Marine Rifleman Nathan Thomas Summers, seated with another marine, looked healthy and relaxed as he spoke.

Adv-P",Female,Japanese,"Royal Marine Rifleman Nathan Thomas Summers, seated with another marine, looked healthy and relaxed as he spoke."
19241,fo0,2724,I can understand the word from the context.,Male,Arabic,Context
7157,bm3,1184,"Most people know that it is essential to manage time efficiently. One of the most common endeavors to achieve this goal is to try to make a schedule and follow it. Unfortunately, they find that it is very difficult and give up easily within a few days. However, it is possible to manage time effectively if they make a realistic schedule. Besides, they can also save time as they use short time which can be easily wasted and reduce unnecessary waste of time. These three ways are really useful to manage time.

Making a realistic schedule is the most important to manage time. Because people tend to make a schedule beyond their ability or without careful consideration, they are frustrated and do not want to follow it any more. They should make a schedule day by day and check how it goes daily. It helps to realize what to do specifically. In addition to it, they had better make a list on a notebook or a diary and check one by one. Also, writing a schedule in the order that it is important helps to finish the work efficiently. If the important works are done in advance, the rest of them can be done without feeling nervous.

Secondly, people who want to manage time should use short time which can be easily wasted. Because it is difficult to recognize that there is short time which is caused before starting another work, most people tend to miss it. However, it can be prevented if they are discernible about short time and try to do a couple of useful activities. For example, reading helpful books on a bus or train is one of the activities to prevent short time from being wasted. It is also effective way to use remaining time after having lunch. Because people waste this time or spend without any consideration, it would be a useful example which had not frequently used to manage time.

Reducing unnecessary waste of time is also necessary to save time. One of the ways to reduce unnecessary waste of time is to foster helpful habits. Finishing the work which people should do in any case is an example of a helpful habit. If they put off the work little by little, it must become a heavier burden. Inversely, people can manage their work properly as their plan if they finish each work at every moment. It is also a recommended habit to get up and go to bed at a regular time. Because irregular biorhythm makes people reluctant to work vigorously, it disturbs to manage time efficiently and makes people waste of time ultimately.

Time management is always regarded as one of the most important parts of the ordinary life. Most people recognize it and try to come up with the activities which can help to achieve it. Nevertheless, they have difficulty sticking with it and tend to give up early. Three ways which are mentioned above would be effective to manage time and following examples would help to achieve the three ways. Effective time management will be helpful not only to save time but also to make the individual's life vigorous.",Male,Korean,Please type in the first draft of your essay.
6927,dy7,1138,"Thesis statement

Successful time management will be a shortcut to guide you to successful college life. There are three ways to manage your time efficiently.

Intro
A. Time management= to make a voyage(metaphor)
  - captin:you, voyage:college life goal:destination, 
B. Thesis statement

I. First of all, you have to make priority notes every week.
A. to see your priority obviously
B. put big one first, then put small one
C. recommend updating everyweek
 
II. Second one is to check your ""to-do"" list before you work in the morning
A. The morning is the best time to start to check your ""to-do"" list 
B. When cheking your ""to-do"" list, required your own place in which nobody bothers you.
C. confirm your ""to-do"" list

III. Finally, recall your day before turning in at night.
A. remind your goal and reflect the way it goes
B. rearrange ""to-do"" list


",Female,Korean,Do an outline similar to that on p.124-125 in your textbook.  You will be writing an essay on this topic this week.
29271,ff1,4022,Taking too much calories causes obesity.,Female,Korean,Sentence 2:  ____ / 2
14265,bl2,2144,splendid,Female,Thai,"terrible, splendid, dire"
1767,bt2,182,"Yes, He proved it. 
This is because he was working with doctors, and known people. His his health was good at first, but after the 30 days he got many problems.",Male,Arabic,Did he prove it?  Why or why not?  Be specific.
3997,gg2,527,who,Female,Korean,I have 3 brothers.  The brother ___ lives in New York has 5 children.
10857,cn9,1666,She plans to continue excavating Caral and says she would someday like to build a museum on the site.,Male,Spanish,What are Shady's plans for the future?
34313,gk4,4695," Hello teacher, 

 is hard to find a teacher same you. you are working hard to make us understand the lesson 

thank you  ",Male,Arabic,Send a nice message to your teacher.
16638,co4,2416,Kingdom governments have more regime systems than other. Usually it is acurel system.,Male,Arabic,regime (n)
37981,aw6,5123,"dis=not, opposit of

located in wrong space",,,dislocated
29297,ar9,4030,He should maximize his time to study English in the U.S.,Male,Chinese,"(maximize) How can a person who is studying English in the U.S. make the most of his or her time here?

_____ / 2"
12632,gb4,1901,"In the 19th century, many people immigrated from different countries to America. In the early 19th, there are a few people immigrated to America, and almost 50 percent of all immigrants were Irish. This percent was kept up until the middle of 19th. But, the number of immigrant rose suddenly in 1830 to 1859. Especially, the percents of German and British immigrant have a remarkable increase. After that, the immigrants of other counties were going on increasing, even though there was slightly decrease from 1860 to 1879 on the whole. The most notable, there was a drastic increase again in 1880 to 1890, so the number of all immigrants was more than 500,000 and had doubled in those ten years. In the end of 19th, this number dropped slightly, but it was far more than that in the early 19th. Until today, a lot of people are also continuing to immigrant to America.  ",Female,Chinese,"Write a paragraph explaining the information from your chart or graph.  Use the signal words from page 50 of your textbook to describe the statistics from your graph.  Make sure that you have a strong topic sentence, and use the information in the graph to support your topic sentence.  Use the revision checklist on p.44 to check your work for mistakes."
3129,eg3,218,belief,,,His ______ is wrong.
9059,fw1,1415,"Our pet, Japanese dog, was one of the important family members. When my daughter was 3 years old, we had a small Japanese dog for her because she was our only child and we hoped to educate her to pet him. After he became our member since he was 3 months, our life style was changed well. She and my husband went walking with him every morning and evening. I had to feed him my handmade food because Japanese dog could live on plain food. He was always playfull with us and behaved so funy and lovely, and we enjoyed to spend with him every day. I liked to feed and train him because he was simple and never said things against my will. As he was in his house outside, he protected us from strangers barking. Also, I often brought him to the doctor for Filaria or some kind of vaccine and sometimes for his illness. For those reasons, he was more submissive to me than others. Finally, he finished his life for 17 years in my holding him while my daughter was an university student in another city. I was very sad to miss him and I often remembered him tearing for few years.",Female,Japanese,"These are the possible topics for your paragraph:
1. architecture 
2. television 
3. pets

Hint: You may want to brainstorm or draw a clustering diagram to help you plan your paragraph."
40373,es2,5412,"Al Khawarizmi, Stephen Hawking , Steve Jobs , and Carl Friedrich Gauss.
Because they are creative and do great things.",,,Who has been a significant person in your life?  Why?
39771,dr0,5304,there are some issue need to fix. If I want public attention I go to newspaper and Type what I want.,,,Describe a situation in your country that you think needs to be changed.  What is one way to draw public attention to this issue?
10644,cn9,1636,"Elena, who has a very nice swimsuit.",Male,Spanish,I'm going to bring
22335,al2,3034,"<Causes of happiness  5S Shima Honami>

     ""state of well-being characterized by emotions ranging from contentment to intense 

joy""<ANON_URLPAGE>,which is a definition of ""Happiness"". Of course I want to feel 

happiness all the time. Because when I feel happiness, I can work more productively and I 

can communicate with other people with tender-heart. There are several causes of 

happiness for me.

     First, I feel happy when I eat very tasty food. Eating good food is one of my favorite 

things to do and it makes me smile a lot. Since my mother is a very good cook, I could have 

incredibly tasty meals every day. For example, on every Christmas days, my mother makes 

for us pumpkin soup, yummy roasted chicken and baked sweet potato. Whenever I eat her 

Christmas meal, the taste brings me back various good special memories of Christmas. 

These memories make me so happy. Furthermore, listening to wonderful music also makes 

me happy. Regardless of what kinds of music, I like to listen to great music since I can  

relax and feel good. My favorite artist recently is Emanuel Pahud, who is a principal flute 

player of Berlin philharmonic orchestra. He is an incredible musician. Especially his CD of 

""BACH"" is amazingly good! Since I am majoring in performing the Flute, his performance 

always motivates me a lot. In addition, his performance makes me calm and feeling free. 

Because of these reasons, after listening to his music, I can study more and concentrate on 

anything more.  
     
In conclusion, although I think it is very difficult to clarify what are the specific causes 

of happiness for everyone since it is related to each person's emotion, eating tasty food and 

listening to good music are the causes of happiness for me. 
",Female,Japanese,Cause-effect
17493,cl2,2528,"Hello teacher
        I am glad to be your student and appriciate for your teaching. I'm sorry that I miss the assignment because I was sick in that day. Could you give me another chance to finish the assignment? I will complete the assignment  harder this time.  Thank you again.
                                                                                                     Ching-Yu",Male,Chinese,"Situation 1:
During the first week of classes, you ask your English teacher for an assignment you missed. (You do not know your English teacher very well.)"
41549,cj3,5540,suburb.,,,a town located near a larger city
10851,cn9,1660,She is a Peruvian archaeologist at San Marcos University.,Male,Spanish,Who is Ruth Shady Solis?
27559,az3,3797,"This article introduce Max's  popular work of d*ck-lit ""I Hope They Serve Beer in Hell"". The film may not be the Oscar-Worthy stuff, but Kieran suggested you can ask yourself some questions like ""Am I easily offended?"", and think about the question more deeply. You may be offended because of  the point or another in the film, but there are  also something wit and clear in this film.No matter what, if it's your destination to go to hell , you'll have companions and maybe a beer,too. ",Female,Taiwanese,Summary:
30329,by2,4220,Hot dogs and hamburgers must be cooked thoroughly.,Male,Chinese,You must cook hot dogs and hamburgers thoroughly.
38105,ba0,5162,They refers to the devotees,,,"Understanding Subject and Object Pronouns
What does 'they' (they will be attracted by) refer to in Paragraph 6?"
10616,cp8,1630,c) to try or experiment,Male,Turkish,"to test out (6)

a.  to stop something
b.  to take an exam
c.  to try or experiment"
773,ea3,77,"Outline

How can I find an effective way to buy PC?

Introduction - The reason we need a computer

Body – The way of choosing and buying a computer

What is your job? What's the aim?
We need to check the purpose of buying a computer.
Which kind of computers are there?

Conclusion



Today, most of people have a computer and use it everyday. This is it is very useful in every area such as searching information, analyzing data, education, government and etc. As well the ability of the PC is getting higher; we feel we need to upgrade it or buy new one. If so, how can we buy it efficiently? There are several steps.
First, we need to check why we buy the computer. You need it to study something, just to surfing the web or to retouch a picture. If you need to work for some more professional thing like a creating a 3D model, drawing a poster by using it, you should select the superior one. And then, we should to know we really need to buy new one or upgrade it because nobody want to waste of money.",Male,Korean,"Free Writing: You may either continue an earlier writing (please provide some context -- I may not remember what you said before), or choose a new topic today. 
Have a great weekend: enjoy the day off on Monday! ; )"
27059,an1,3784,"Facts that are readily available from numerous sources and generally known to the public are considered ""common knowledge,"" and are not protected by copyright laws.  
Ex: G-20 2009 meeting was in the Pittsburgh.",Female,Turkish,"What is ""common knowledge""?  Give an original example (not from the website or from class)."
39402,dh1,5234,"
                           Study  abroad 
      Many governments want to improve the people in the country. So they try
to send the student to other countries. We can find three advantages to study abroad learning a new language, knowing about new culture, and giving a good background about your country.
      The First, benefit to study out side your country is learning a new languages. If someone want to study abroad he or she should be aware about second languages. For example, students who, come to the U.S. they  need to understand the English language.
     Second, it is incredible that eatch country has a vary culture. People are enjoyed there time while they are discovering the differences between the cultures. For instance, in arab culture they should entertainment of guests.
      Finally, the students are giving a good background about them country. 
Therefore, that is helpfull for next generation that will be coming after. Also, to have more visitors to them country.  
     To sum up, people who can afford form other countries are ver smart, and they can improve thier culture and them selves.",Male,Arabic,Copy and paste your essay here.
25267,aa2,3461,My best friend who lives in Baniwalid is very good person. He works in the school which is near my hose. He help people that are very poor and give them money and food. I know my friend long time. ,Male,Arabic,Use adjective clauses and write a short paragraph about a friend.
15516,fg8,2307,make up or form (a whole); be the components of,Female,Chinese,constitute (v)
21407,et3,2960,"We can learn about a different country and culture to watch foreign movies. First of all, the background of these movies contains many scenes in the country. Watching the background, we can take the country in. Moreover, we can catch the person's inside such as belief in the director's intention. Finally, we know how to the people of the movies interact each other by speech of action of actor. If you want to learn about other country or culture, it is helpful to watch foreign movies.",Female,Korean,"Please write a one-paragraph answer to p.19A #2.  Remember to follow the steps on p.19 when writing your paragraph.  If you have any questions, please ask your teacher."
43888,bj8,5855,The colorful paint was redid by a professional painter.,,,redid (past tense of redo)
28026,ah4,3900,"                              MY ROOM

  Before I came to the U.S.A, I had know that I would live in my sister`s house. She gave me a room to stay. When I saw the room, it made me feel bad because there was a old bed old chair and old carpet in the room. My sister said that to be calm down to me and we would set the room up together. I was so happy. First, we threw away old bed old chair and old carpet. We went to the Costco and picked new furniture up from Costco. We brought them and put up the furniture in my room.First I put up the table near the bed but I didn`t enjoy. After,I moved it around in front of the window.Also I put up little information about grammar on the grammar. Everyday I read them. My room chher me up. Everday I want to get back my room immediately to have a relax after the school.",Male,Turkish,"[U11 Ex. 9, p.168] Write about how you feel in your home, office or classroom. What makes you feel good/bad? What would you like to change? Use at least 5 phrasal verbs. You may use the journal entry in Ex. 5 and the list in Ex. 7 to help you get started.

Accuracy: target gram.      /5
                                                Frequency: target gram.            /2.5
                                                Accuracy: other gram.            /2.5
                                                                                       (_____/10)"
36774,gb6,4985,"I saw the movie which is based on the book which named Up In The Air, directed by Jason Reitman, starring George Clooney. George Clooney, who won a Best Actor Oscar, featuring a leading role in this movie named Ryan. Ryan whose job as a career transition counselor that means he fires people. Ryan is flying around the US over 320 days of the year, which he feels is the best part of his job. Ryan's frequent flyer miles all of which is close to his ultimate goal: One million frequent-flyer miles, but he suddenly find out that he want to accept a relationship, starting think about a home.",Female,Taiwanese,"Write a movie review.  Use at least 5 adjective clauses/phrase structures.  At least one must be an OBJECT adjective clause and  one must include a QUANTIFIER.  The other 3 can be any type (adjective clause, adjective phrase, etc.)"
40704,fw7,5447,"Evelyn ate at a beautiful restaurant last night, and the food tasted delicious.",Female,Chinese,Evelyn ate at a beautiful restaurant last night the food tasted delicious.
41598,fm9,5541,Obligation,Male,Arabic,"something you should do, or must do"
43254,fv9,5782,"'ANON_URLSITE'
I can some cartoon for children on there. It's very helpful for me. I mean I need to grew up like children. My point is.. I think learning language has no short-cut
to be native speaker, because I'm also native speaker in Korea. but I didn't study about grammar, reading, writing first than speaking and listening while I grew up.
so, I should be like a children here, and I'm doing.
Honestly, I don't want to register for any University here, so I don't want to any score from some tests like TOEIC or TOEFL etc..
That is things I can do in my country, too! But, I can't have a time to meet native speaker at there less than my hometown.",,,Write the name of another website you explored and EXPLAIN your perspective on this website.  (What did you find that was interesting or useful?)
20384,au9,2842,Tim approached me to talk about today's assignment.,Female,Japanese,approach
17163,da3,2489,"communication, usability, user, interaction",Female,Korean,"Another way to focus our search is to think of more specific words that are related to our subject. Think of your thesis statement.  What is that you want to argue?  For example, if my paper argues that English as a Second Language programs in the US should require students to live with an American family I could search in my subject area (ESL) for key words such as ?homestay,? ?requirements,? or other related words.  Write specific or related words that will search for below."
4201,fb4,547,"""Webaholic"" is someone who uses computer with addiction in the internet. They cannot help using the internet everyday and sometimes this causes  some problems in their lives.",Female,Korean,"Write and EXTENDED definition of the term ""webaholic"".  For more information about what an extended definition contains, see text p. 68."
21699,gp1,2987,I don't like participate in the discussion.,Male,Korean,(Choose one word from previous weeks' lists.)
5817,fb4,993,can't,Female,Korean,"The highest waterfalls in the world are
a.  Niagara Falls.                
b.  Victoria Falls.                
c.  Angel Falls.

HINT:  The falls are in South America, so the answer shouldn’t/can’t ____ be Niagara Falls."
45426,ab6,6032,"Children use too much time on surfing the Internet may affect their health, especially eyes and the relationship with others and get the unsuitable information easily.",,,"I.        Introduction
Thesis Statement:"
42878,ao3,5708,"Most food in china is as expensive as the food in America. Many kind of food in China are more spicy then the food in America. Food in China is more delicius then food in America. Making food in china may make more mess then Making food in American. Food in China is saltier then food in America, and food in American is sweeter then food in China. Food in China is as unhealthy as the food in America.",,,"How does food in your country compare with food in America?

Include at least 5 comparisons and 2 equatives ('as ____ as').  For each comparison, explain your opinion or give an example of the comparison."
38963,gs5,5205,the required documents are.,Female,Korean,I'm not sure what.....
34110,bj9,4668,my gould in reding class learn a new word,,,What are some of the OBJECTIVES of your Reading 3 class?
17887,af0,2556,"Psychic is a paranormal power which used to find a missing people without any scientific equipment, only the missing person's photo. Annette Martin, the owner business near San Francisco who has the psychic ability supported police detective and everyone to find people. Her specialist was been argument of both opposite group that believed and did not believe in her power. Roberta Hauser believed in her ability after she followed Martin's suggestion and found the 71-year-old man. The other case is arresting suspect in Washington as she said last one year that the police would arrest the suspect a year later and suspect would ware white uniform. On the other hand, Joe Nickell, Skeptical Inquirer's columnist unimpressed in Martin's skill. He explained that Martin was the retro-fitting. She used the information from police officer to prediction where the victims should be. ",Male,Thai,"Write a 4-5 sentence MAXIMUM summary of the ghost story ""LOST!"""
